"payment_id","customer_id","staff_id","rental_id","amount","payment_date"
24472,186,1,14006,"2.99","2020-03-20 20:50:02.996577+02"
24473,186,2,14229,"4.99","2020-03-21 05:25:41.996577+02"
24474,186,2,14646,"4.99","2020-03-21 19:43:14.996577+02"
24475,186,2,14988,"3.99","2020-03-22 08:14:31.996577+02"
24476,186,2,15001,"0.99","2020-03-22 08:29:15.996577+02"
24477,186,2,15295,"3.99","2020-03-22 20:04:47.996577+02"
24478,186,1,15596,"0.99","2020-03-23 06:48:17.996577+02"
24479,187,1,11843,"2.99","2020-03-17 13:43:16.996577+02"
24480,187,2,12307,"8.99","2020-03-18 06:16:49.996577+02"
24481,187,2,12490,"9.99","2020-03-18 13:17:11.996577+02"
24482,187,1,12534,"7.99","2020-03-18 14:33:07.996577+02"
24483,187,2,13940,"8.99","2020-03-20 17:57:23.996577+02"
24484,187,2,14855,"8.99","2020-03-22 02:55:58.996577+02"
24485,187,2,15231,"4.99","2020-03-22 18:01:23.996577+02"
24486,187,2,15517,"2.99","2020-03-23 03:41:27.996577+02"
24487,187,2,15971,"7.99","2020-03-23 20:27:59.996577+02"
24488,188,2,10453,"5.99","2020-03-01 09:41:53.996577+02"
24489,188,1,10494,"0.99","2020-03-01 11:13:47.996577+02"
24490,188,2,10719,"4.99","2020-03-01 19:28:54.996577+02"
24491,188,2,10757,"4.99","2020-03-01 20:51:10.996577+02"
24492,188,2,11378,"2.99","2020-03-02 18:45:18.996577+02"
24493,188,1,13570,"2.99","2020-03-20 05:33:23.996577+02"
24494,188,1,13787,"5.99","2020-03-20 12:43:49.996577+02"
24495,188,1,14399,"2.99","2020-03-21 11:01:49.996577+02"
24496,188,2,14809,"2.99","2020-03-22 01:29:08.996577+02"
24497,188,2,15319,"2.99","2020-03-22 20:45:43.996577+02"
24498,188,2,15409,"0.99","2020-03-22 23:54:58.996577+02"
24499,188,2,15474,"4.99","2020-03-23 02:07:36.996577+02"
24500,189,1,10247,"9.99","2020-03-01 03:02:32.996577+02"
24501,189,2,11059,"6.99","2020-03-02 07:10:04.996577+02"
24502,189,2,13601,"6.99","2020-03-20 06:29:41.996577+02"
24503,189,1,13766,"3.99","2020-03-20 12:10:27.996577+02"
24504,189,1,15773,"1.99","2020-03-23 13:53:23.996577+02"
24505,189,1,16008,"5.99","2020-03-23 21:33:17.996577+02"
24506,190,1,11082,"5.99","2020-03-02 07:58:45.996577+02"
24507,190,2,11158,"6.99","2020-03-02 10:26:54.996577+02"
24508,190,2,11276,"4.99","2020-03-02 14:57:12.996577+02"
24509,190,2,11312,"6.99","2020-03-02 16:25:17.996577+02"
24510,190,2,11750,"0.99","2020-03-17 09:35:26.996577+02"
24511,190,2,11950,"9.99","2020-03-17 17:41:42.996577+02"
24512,190,1,12270,"2.99","2020-03-18 05:00:31.996577+02"
24513,190,2,12381,"0.99","2020-03-18 09:00:09.996577+02"
24514,190,2,14065,"0.99","2020-03-20 23:09:13.996577+02"
24515,190,2,14141,"4.99","2020-03-21 02:35:48.996577+02"
24516,190,2,14166,"2.99","2020-03-21 03:27:57.996577+02"
24517,190,2,14650,"0.99","2020-03-21 19:53:17.996577+02"
24518,191,2,10532,"2.99","2020-03-01 12:35:01.996577+02"
24519,191,2,15375,"4.99","2020-03-22 22:40:28.996577+02"
24520,192,2,10238,"0.99","2020-03-01 02:36:31.996577+02"
24521,192,1,10843,"7.99","2020-03-02 00:11:29.996577+02"
24522,192,1,11385,"4.99","2020-03-02 18:51:37.996577+02"
24523,192,1,11815,"4.99","2020-03-17 12:41:52.996577+02"
24524,192,1,13125,"5.99","2020-03-19 12:26:15.996577+02"
24525,192,2,14146,"4.99","2020-03-21 02:41:57.996577+02"
24526,192,2,14238,"7.99","2020-03-21 05:45:06.996577+02"
24527,192,1,14404,"4.99","2020-03-21 11:11:30.996577+02"
24528,192,2,14692,"6.99","2020-03-21 21:11:47.996577+02"
24529,192,2,15855,"2.99","2020-03-23 16:27:27.996577+02"
24530,193,2,10462,"2.99","2020-03-01 10:06:54.996577+02"
24531,193,2,12384,"0.99","2020-03-18 09:05:24.996577+02"
24532,193,2,12658,"4.99","2020-03-18 19:34:08.996577+02"
24533,193,1,13529,"2.99","2020-03-20 03:36:13.996577+02"
24534,193,1,13608,"0.99","2020-03-20 06:39:10.996577+02"
24535,193,1,14679,"2.99","2020-03-21 20:43:24.996577+02"
24536,193,1,14927,"4.99","2020-03-22 06:00:19.996577+02"
24537,193,2,15164,"4.99","2020-03-22 15:16:19.996577+02"
24538,193,2,15344,"6.99","2020-03-22 21:30:14.996577+02"
24539,193,2,15495,"5.99","2020-03-23 02:54:36.996577+02"
24540,194,2,11475,"5.99","2020-03-02 22:23:35.996577+02"
24541,194,2,12851,"3.99","2020-03-19 02:40:38.996577+02"
24542,194,1,13515,"0.99","2020-03-20 02:58:13.996577+02"
24543,194,2,13616,"7.99","2020-03-20 06:58:59.996577+02"
24544,194,1,14440,"4.99","2020-03-21 12:27:30.996577+02"
24545,194,2,15937,"4.99","2020-03-23 19:11:48.996577+02"
24546,195,2,10911,"4.99","2020-03-02 02:27:02.996577+02"
24547,195,1,11201,"7.99","2020-03-02 12:17:42.996577+02"
24548,195,2,11787,"2.99","2020-03-17 11:27:26.996577+02"
24549,195,2,12099,"0.99","2020-03-17 23:07:20.996577+02"
24550,195,2,12941,"0.99","2020-03-19 06:07:52.996577+02"
24551,195,2,13741,"0.99","2020-03-20 11:17:13.996577+02"
24552,195,2,14751,"7.99","2020-03-21 23:39:49.996577+02"
24553,195,2,16040,"11.99","2020-03-23 22:47:59.996577+02"
24554,196,1,11104,"2.99","2020-03-02 08:38:24.996577+02"
24555,196,2,12430,"0.99","2020-03-18 11:01:07.996577+02"
24556,196,2,12684,"0.99","2020-03-18 20:19:53.996577+02"
24557,196,2,12836,"0.99","2020-03-19 02:16:59.996577+02"
24558,196,1,13799,"8.99","2020-03-20 13:05:08.996577+02"
24559,196,2,14410,"5.99","2020-03-21 11:23:15.996577+02"
24560,196,1,14698,"5.99","2020-03-21 21:18:24.996577+02"
24561,196,2,15980,"0.99","2020-03-23 20:38:39.996577+02"
24562,197,2,10460,"3.99","2020-03-01 09:59:26.996577+02"
24563,197,2,10666,"0.99","2020-03-01 17:25:02.996577+02"
24564,197,2,10739,"4.99","2020-03-01 20:14:37.996577+02"
24565,197,1,10743,"2.99","2020-03-01 20:23:35.996577+02"
24566,197,1,11018,"4.99","2020-03-02 05:56:19.996577+02"
24567,197,1,11215,"4.99","2020-03-02 12:49:08.996577+02"
24568,197,1,11311,"4.99","2020-03-02 16:22:14.996577+02"
24569,197,1,11478,"2.99","2020-03-02 22:37:31.996577+02"
24570,197,1,11643,"1.99","2020-03-17 05:18:01.996577+02"
24571,197,1,12799,"0.99","2020-03-19 00:55:27.996577+02"
24572,197,2,13913,"3.99","2020-03-20 17:06:01.996577+02"
24573,197,1,14069,"9.99","2020-03-20 23:19:51.996577+02"
24574,197,2,14951,"4.99","2020-03-22 06:48:03.996577+02"
24575,197,1,15078,"2.99","2020-03-22 11:37:57.996577+02"
24576,197,2,15233,"0.99","2020-03-22 18:10:19.996577+02"
24577,197,1,15540,"8.99","2020-03-23 04:41:18.996577+02"
24578,198,1,10679,"0.99","2020-03-01 17:56:24.996577+02"
24579,198,1,11351,"3.99","2020-03-02 17:56:33.996577+02"
24580,198,1,11594,"6.99","2020-03-17 03:15:28.996577+02"
24581,198,1,11756,"2.99","2020-03-17 09:57:48.996577+02"
24582,198,1,11836,"4.99","2020-03-17 13:32:02.996577+02"
24583,198,2,11949,"2.99","2020-03-17 17:40:52.996577+02"
24584,198,1,11957,"1.99","2020-03-17 17:50:55.996577+02"
24585,198,2,11985,"2.99","2020-03-17 18:48:10.996577+02"
24586,198,2,12594,"4.99","2020-03-18 16:52:50.996577+02"
24587,198,1,12862,"5.99","2020-03-19 03:00:25.996577+02"
24588,198,1,13768,"5.99","2020-03-20 12:12:09.996577+02"
24589,198,1,14214,"5.99","2020-03-21 04:59:15.996577+02"
24590,198,2,14380,"2.99","2020-03-21 10:22:18.996577+02"
24591,198,2,14990,"4.99","2020-03-22 08:16:27.996577+02"
24592,198,1,15256,"6.99","2020-03-22 18:48:33.996577+02"
24593,198,1,15433,"4.99","2020-03-23 00:55:44.996577+02"
24594,199,2,10517,"4.99","2020-03-01 12:10:23.996577+02"
24595,199,1,10850,"8.99","2020-03-02 00:22:11.996577+02"
24596,199,1,11454,"2.99","2020-03-02 21:33:05.996577+02"
24597,199,1,12386,"0.99","2020-03-18 09:14:23.996577+02"
24598,199,2,14320,"4.99","2020-03-21 08:33:06.996577+02"
24599,199,2,15412,"0.99","2020-03-23 00:05:37.996577+02"
24600,199,2,15751,"3.99","2020-03-23 13:09:33.996577+02"
24601,200,1,10685,"2.99","2020-03-01 18:18:04.996577+02"
24602,200,1,11356,"8.99","2020-03-02 18:11:06.996577+02"
24603,200,1,13737,"5.99","2020-03-20 11:10:16.996577+02"
24604,200,1,14034,"10.99","2020-03-20 22:00:18.996577+02"
24605,200,2,14521,"6.99","2020-03-21 15:29:58.996577+02"
24606,200,2,15691,"4.99","2020-03-23 10:22:20.996577+02"
24607,200,2,15742,"5.99","2020-03-23 12:40:03.996577+02"
24608,200,1,15961,"6.99","2020-03-23 20:04:08.996577+02"
24609,201,2,10750,"5.99","2020-03-01 20:34:26.996577+02"
24610,201,2,10865,"3.99","2020-03-02 00:51:12.996577+02"
24611,201,1,10891,"0.99","2020-03-02 01:38:21.996577+02"
24612,201,2,11807,"0.99","2020-03-17 12:19:41.996577+02"
24613,201,2,13076,"4.99","2020-03-19 10:38:52.996577+02"
24614,201,2,13613,"9.99","2020-03-20 06:52:19.996577+02"
24615,201,2,13671,"3.99","2020-03-20 08:55:29.996577+02"
24616,201,2,13672,"2.99","2020-03-20 08:55:53.996577+02"
24617,201,2,14656,"2.99","2020-03-21 20:07:54.996577+02"
24618,201,1,14973,"2.99","2020-03-22 07:27:54.996577+02"
24619,201,1,15887,"2.99","2020-03-23 17:22:35.996577+02"
24620,201,2,15974,"5.99","2020-03-23 20:34:30.996577+02"
24621,208,2,10762,"4.99","2020-03-01 20:57:05.996577+02"
24622,208,2,10784,"5.99","2020-03-01 21:52:54.996577+02"
24623,208,2,11442,"2.99","2020-03-02 20:54:45.996577+02"
24624,208,2,11805,"6.99","2020-03-17 12:17:13.996577+02"
24625,208,2,11819,"0.99","2020-03-17 12:53:43.996577+02"
24626,209,2,10554,"2.99","2020-03-01 13:24:45.996577+02"
24627,209,1,10646,"4.99","2020-03-01 16:26:21.996577+02"
24628,209,2,10811,"6.99","2020-03-01 23:09:41.996577+02"
24629,209,1,12025,"0.99","2020-03-17 20:27:32.996577+02"
24630,209,1,13796,"8.99","2020-03-20 13:00:58.996577+02"
24631,209,2,14631,"6.99","2020-03-21 19:16:15.996577+02"
24632,209,1,15254,"2.99","2020-03-22 18:41:33.996577+02"
24633,209,2,15510,"9.99","2020-03-23 03:19:53.996577+02"
24634,210,2,10890,"4.99","2020-03-02 01:27:12.996577+02"
24635,210,2,12410,"8.99","2020-03-18 10:13:59.996577+02"
24636,210,1,12879,"4.99","2020-03-19 03:51:21.996577+02"
24637,210,2,12909,"2.99","2020-03-19 04:48:51.996577+02"
24638,210,2,12986,"4.99","2020-03-19 07:38:02.996577+02"
24639,210,1,14181,"7.99","2020-03-21 03:44:56.996577+02"
24640,210,2,14639,"6.99","2020-03-21 19:30:05.996577+02"
24641,210,2,14876,"4.99","2020-03-22 04:07:55.996577+02"
24642,210,2,15672,"0.99","2020-03-23 09:37:44.996577+02"
24643,210,2,15942,"8.99","2020-03-23 19:17:06.996577+02"
24644,211,1,10445,"2.99","2020-03-01 09:30:41.996577+02"
24645,211,2,10928,"4.99","2020-03-02 03:02:38.996577+02"
24646,211,2,11076,"8.99","2020-03-02 07:53:13.996577+02"
24647,211,2,11963,"3.99","2020-03-17 18:04:13.996577+02"
24648,211,2,12311,"0.99","2020-03-18 06:35:26.996577+02"
24649,211,2,12565,"4.99","2020-03-18 15:40:43.996577+02"
24650,211,2,12570,"5.99","2020-03-18 15:51:57.996577+02"
24651,211,2,13942,"2.99","2020-03-20 17:59:18.996577+02"
24652,211,1,13979,"2.99","2020-03-20 19:32:15.996577+02"
24653,211,2,14782,"0.99","2020-03-22 00:45:46.996577+02"
24654,211,2,14812,"1.99","2020-03-22 01:38:58.996577+02"
24655,211,1,15404,"7.99","2020-03-22 23:48:10.996577+02"
24656,211,2,15538,"6.99","2020-03-23 04:36:03.996577+02"
24657,211,2,15670,"5.99","2020-03-23 09:35:37.996577+02"
24658,212,2,10273,"4.99","2020-03-01 03:43:13.996577+02"
24659,212,2,10567,"0.99","2020-03-01 13:44:27.996577+02"
24660,212,1,12156,"7.99","2020-03-18 00:55:59.996577+02"
24661,212,2,12467,"0.99","2020-03-18 12:08:35.996577+02"
24662,212,2,12562,"3.99","2020-03-18 15:28:29.996577+02"
24663,212,1,14563,"2.99","2020-03-21 16:52:19.996577+02"
24664,212,2,14681,"5.99","2020-03-21 20:53:39.996577+02"
24665,212,1,15872,"4.99","2020-03-23 16:55:50.996577+02"
24666,212,2,15920,"2.99","2020-03-23 18:33:36.996577+02"
24667,213,1,10449,"2.99","2020-03-01 09:38:25.996577+02"
24668,213,2,11778,"3.99","2020-03-17 11:00:06.996577+02"
24669,213,1,13354,"4.99","2020-03-19 21:23:49.996577+02"
24670,213,2,13426,"0.99","2020-03-19 23:43:26.996577+02"
24671,213,1,14744,"6.99","2020-03-21 23:13:47.996577+02"
24672,214,1,10563,"3.99","2020-03-01 13:34:29.996577+02"
24673,214,2,10749,"4.99","2020-03-01 20:30:27.996577+02"
24674,214,2,11450,"2.99","2020-03-02 21:14:20.996577+02"
24675,214,2,11474,"4.99","2020-03-02 22:21:34.996577+02"
24676,214,2,12463,"4.99","2020-03-18 12:00:00.996577+02"
24677,214,2,13138,"2.99","2020-03-19 12:58:27.996577+02"
24678,214,2,13350,"9.99","2020-03-19 21:12:26.996577+02"
24679,214,1,13409,"2.99","2020-03-19 23:04:52.996577+02"
24680,214,1,13565,"0.99","2020-03-20 05:07:18.996577+02"
24681,214,1,13726,"0.99","2020-03-20 10:37:06.996577+02"
24682,214,1,13864,"4.99","2020-03-20 15:28:21.996577+02"
24683,214,2,14347,"4.99","2020-03-21 09:10:57.996577+02"
24684,214,1,14567,"0.99","2020-03-21 16:55:51.996577+02"
24685,214,2,15639,"2.99","2020-03-23 08:31:51.996577+02"
24686,215,1,11729,"2.99","2020-03-17 08:43:07.996577+02"
24687,215,2,12285,"2.99","2020-03-18 05:25:09.996577+02"
24688,215,1,12380,"1.99","2020-03-18 08:55:54.996577+02"
24689,215,2,13085,"0.99","2020-03-19 10:56:48.996577+02"
24690,215,2,14126,"0.99","2020-03-21 02:00:43.996577+02"
24691,215,2,14817,"4.99","2020-03-22 01:45:42.996577+02"
24692,215,1,15583,"2.99","2020-03-23 06:16:21.996577+02"
24693,215,2,15610,"2.99","2020-03-23 07:24:41.996577+02"
24694,215,2,15799,"2.99","2020-03-23 14:51:49.996577+02"
24695,215,1,15843,"0.99","2020-03-23 16:05:57.996577+02"
24696,216,1,10506,"4.99","2020-03-01 11:44:31.996577+02"
24697,216,1,11005,"0.99","2020-03-02 05:33:49.996577+02"
24698,216,2,11621,"7.99","2020-03-17 04:42:11.996577+02"
24699,216,2,13424,"0.99","2020-03-19 23:38:35.996577+02"
24700,216,2,14638,"2.99","2020-03-21 19:30:02.996577+02"
24701,216,2,14726,"4.99","2020-03-21 22:37:18.996577+02"
24702,216,1,15192,"4.99","2020-03-22 16:34:49.996577+02"
24703,216,2,15199,"2.99","2020-03-22 16:46:15.996577+02"
24704,216,2,15934,"4.99","2020-03-23 19:09:07.996577+02"
24705,217,1,10581,"5.99","2020-03-01 14:20:56.996577+02"
24706,217,1,10836,"6.99","2020-03-01 23:58:24.996577+02"
24707,217,1,11347,"2.99","2020-03-02 17:46:33.996577+02"
24708,217,1,11649,"2.99","2020-03-17 05:27:52.996577+02"
24709,217,1,11958,"4.99","2020-03-17 17:51:46.996577+02"
24710,217,2,12210,"4.99","2020-03-18 02:55:55.996577+02"
24711,217,1,12871,"4.99","2020-03-19 03:24:02.996577+02"
24712,217,2,15116,"0.99","2020-03-22 13:04:06.996577+02"
24713,217,2,15277,"2.99","2020-03-22 19:31:14.996577+02"
24714,218,1,11654,"2.99","2020-03-17 05:34:45.996577+02"
24715,218,2,12481,"2.99","2020-03-18 13:00:00.996577+02"
24716,218,1,12974,"0.99","2020-03-19 07:19:28.996577+02"
24717,218,2,13708,"5.99","2020-03-20 10:02:33.996577+02"
24718,218,2,13947,"5.99","2020-03-20 18:14:32.996577+02"
24719,218,2,14848,"4.99","2020-03-22 02:42:45.996577+02"
24720,218,2,15575,"0.99","2020-03-23 05:58:45.996577+02"
24721,219,1,11328,"2.99","2020-03-02 17:11:04.996577+02"
24722,219,2,11791,"0.99","2020-03-17 11:29:37.996577+02"
24723,219,1,13765,"4.99","2020-03-20 12:07:26.996577+02"
24724,219,2,14029,"0.99","2020-03-20 21:51:37.996577+02"
24725,219,1,14588,"5.99","2020-03-21 17:54:19.996577+02"
24726,219,1,14688,"4.99","2020-03-21 21:01:03.996577+02"
24727,219,1,15283,"4.99","2020-03-22 19:44:30.996577+02"
24728,220,2,10778,"4.99","2020-03-01 21:40:05.996577+02"
24729,220,1,10948,"4.99","2020-03-02 03:51:49.996577+02"
24730,220,1,11037,"0.99","2020-03-02 06:26:38.996577+02"
24731,220,1,11153,"3.99","2020-03-02 10:22:45.996577+02"
24732,220,1,11622,"4.99","2020-03-17 04:44:12.996577+02"
24733,220,2,11947,"2.99","2020-03-17 17:36:39.996577+02"
24734,220,1,12407,"4.99","2020-03-18 10:07:52.996577+02"
24735,220,1,12896,"4.99","2020-03-19 04:21:10.996577+02"
24736,220,2,13123,"2.99","2020-03-19 12:23:39.996577+02"
24737,220,1,13281,"2.99","2020-03-19 18:36:13.996577+02"
24738,220,2,14016,"4.99","2020-03-20 21:20:29.996577+02"
24739,220,2,15706,"4.99","2020-03-23 11:01:18.996577+02"
24740,221,2,11680,"4.99","2020-03-17 06:40:53.996577+02"
24741,221,1,11693,"4.99","2020-03-17 07:25:22.996577+02"
24742,221,1,11802,"2.99","2020-03-17 12:01:17.996577+02"
24743,221,1,12324,"0.99","2020-03-18 07:06:46.996577+02"
24744,221,2,12620,"3.99","2020-03-18 17:55:04.996577+02"
24745,221,2,13434,"2.99","2020-03-20 00:02:52.996577+02"
24746,221,2,14322,"5.99","2020-03-21 08:34:56.996577+02"
24747,221,2,14371,"0.99","2020-03-21 10:05:42.996577+02"
24748,221,1,14419,"7.99","2020-03-21 11:44:12.996577+02"
24749,221,1,15125,"8.99","2020-03-22 13:21:48.996577+02"
24750,222,2,12179,"2.99","2020-03-18 01:49:47.996577+02"
24751,222,1,13477,"2.99","2020-03-20 01:35:26.996577+02"
24752,222,2,14350,"2.99","2020-03-21 09:27:04.996577+02"
24753,223,2,11040,"4.99","2020-03-02 06:31:48.996577+02"
24754,223,1,12927,"5.99","2020-03-19 05:31:12.996577+02"
24755,223,1,13576,"0.99","2020-03-20 05:48:22.996577+02"
24756,223,2,14496,"4.99","2020-03-21 14:36:01.996577+02"
24757,223,1,15257,"7.99","2020-03-22 18:49:30.996577+02"
24758,223,2,15546,"5.99","2020-03-23 04:49:04.996577+02"
24759,223,1,15662,"2.99","2020-03-23 09:21:16.996577+02"
24760,224,1,11816,"0.99","2020-03-17 12:42:42.996577+02"
24761,224,1,12492,"4.99","2020-03-18 13:17:30.996577+02"
24762,224,1,12969,"2.99","2020-03-19 07:07:25.996577+02"
24763,224,2,13075,"4.99","2020-03-19 10:38:36.996577+02"
24764,224,2,14099,"0.99","2020-03-21 00:59:29.996577+02"
24765,224,2,14271,"5.99","2020-03-21 06:51:55.996577+02"
24766,224,2,14468,"5.99","2020-03-21 13:35:36.996577+02"
24767,224,2,14880,"2.99","2020-03-22 04:13:02.996577+02"
24768,224,1,15225,"0.99","2020-03-22 17:46:58.996577+02"
24769,224,1,15952,"1.99","2020-03-23 19:39:55.996577+02"
24770,225,1,10793,"2.99","2020-03-01 22:16:29.996577+02"
24771,225,2,11333,"1.99","2020-03-02 17:21:26.996577+02"
24772,225,2,11384,"0.99","2020-03-02 18:51:27.996577+02"
24773,225,2,11395,"5.99","2020-03-02 19:16:10.996577+02"
24774,225,2,11437,"4.99","2020-03-02 20:48:32.996577+02"
24775,225,2,14444,"5.99","2020-03-21 12:35:51.996577+02"
24776,226,1,12172,"1.99","2020-03-18 01:35:26.996577+02"
24777,226,1,14491,"6.99","2020-03-21 14:24:05.996577+02"
24778,226,1,14708,"4.99","2020-03-21 21:35:49.996577+02"
24779,226,1,14712,"0.99","2020-03-21 21:51:22.996577+02"
24780,226,2,14739,"0.99","2020-03-21 23:01:48.996577+02"
24781,226,2,14934,"4.99","2020-03-22 06:15:41.996577+02"
24782,226,2,15472,"2.99","2020-03-23 02:07:31.996577+02"
24783,226,1,15901,"4.99","2020-03-23 17:47:43.996577+02"
24784,226,1,15986,"2.99","2020-03-23 20:49:03.996577+02"
24785,226,1,16033,"5.99","2020-03-23 22:34:41.996577+02"
24786,227,2,10999,"3.99","2020-03-02 05:21:39.996577+02"
24787,227,2,11892,"0.99","2020-03-17 15:41:47.996577+02"
24788,227,2,13379,"4.99","2020-03-19 22:02:05.996577+02"
24789,227,2,15406,"0.99","2020-03-22 23:49:48.996577+02"
24790,227,2,15976,"4.99","2020-03-23 20:35:34.996577+02"
24791,228,1,10585,"4.99","2020-03-01 14:29:08.996577+02"
24792,228,1,12304,"0.99","2020-03-18 06:12:55.996577+02"
24793,228,2,12952,"2.99","2020-03-19 06:29:18.996577+02"
24794,228,2,13458,"4.99","2020-03-20 01:03:56.996577+02"
24795,229,1,11521,"4.99","2020-03-17 00:33:20.996577+02"
24796,229,1,12866,"2.99","2020-03-19 03:08:13.996577+02"
24797,229,2,13306,"0.99","2020-03-19 19:25:55.996577+02"
24798,229,2,13431,"4.99","2020-03-19 23:56:41.996577+02"
24799,229,1,13679,"5.99","2020-03-20 09:08:00.996577+02"
24800,229,1,15740,"4.99","2020-03-23 12:36:17.996577+02"
24801,229,2,15912,"2.99","2020-03-23 18:16:06.996577+02"
24802,230,2,10874,"2.99","2020-03-02 00:59:26.996577+02"
24803,230,2,11148,"5.99","2020-03-02 10:15:34.996577+02"
24804,230,1,11552,"5.99","2020-03-17 01:32:55.996577+02"
24805,230,2,11914,"2.99","2020-03-17 16:33:08.996577+02"
24806,230,1,12079,"1.99","2020-03-17 22:32:43.996577+02"
24807,230,2,12523,"7.99","2020-03-18 14:14:07.996577+02"
24808,230,2,12542,"0.99","2020-03-18 14:49:37.996577+02"
24809,230,2,14017,"0.99","2020-03-20 21:23:58.996577+02"
24810,230,1,14073,"5.99","2020-03-20 23:41:23.996577+02"
24811,230,1,14340,"2.99","2020-03-21 09:06:47.996577+02"
24812,231,2,11113,"2.99","2020-03-02 08:54:50.996577+02"
24813,231,1,11202,"7.99","2020-03-02 12:20:23.996577+02"
24814,231,1,11581,"5.99","2020-03-17 02:31:28.996577+02"
24815,231,1,12214,"0.99","2020-03-18 03:02:48.996577+02"
24816,231,2,12230,"8.99","2020-03-18 03:39:30.996577+02"
24817,231,1,12231,"3.99","2020-03-18 03:40:10.996577+02"
24818,231,2,13983,"6.99","2020-03-20 19:36:58.996577+02"
24819,231,1,14026,"0.99","2020-03-20 21:49:34.996577+02"
24820,231,1,14478,"4.99","2020-03-21 14:01:54.996577+02"
24821,231,2,14806,"2.99","2020-03-22 01:21:34.996577+02"
24822,231,1,15389,"3.99","2020-03-22 23:19:39.996577+02"
24823,232,1,10539,"6.99","2020-03-01 12:51:26.996577+02"
24824,232,2,11861,"0.99","2020-03-17 14:22:13.996577+02"
24825,232,2,12853,"2.99","2020-03-19 02:43:58.996577+02"
24826,232,2,13707,"2.99","2020-03-20 10:02:24.996577+02"
24827,232,2,14527,"0.99","2020-03-21 15:36:08.996577+02"
24828,232,2,14857,"0.99","2020-03-22 03:11:05.996577+02"
24829,232,2,15553,"2.99","2020-03-23 05:02:05.996577+02"
24830,233,1,10582,"4.99","2020-03-01 14:22:48.996577+02"
24831,233,1,12443,"5.99","2020-03-18 11:19:25.996577+02"
24832,233,2,14357,"2.99","2020-03-21 09:41:35.996577+02"
24833,233,2,15285,"2.99","2020-03-22 19:45:50.996577+02"
24834,233,1,15790,"1.99","2020-03-23 14:29:33.996577+02"
24835,233,2,15821,"0.99","2020-03-23 15:32:24.996577+02"
24836,234,2,10541,"0.99","2020-03-01 12:53:20.996577+02"
24837,234,2,10580,"6.99","2020-03-01 14:19:40.996577+02"
24838,234,2,10968,"7.99","2020-03-02 04:31:39.996577+02"
24839,234,1,11050,"4.99","2020-03-02 06:45:42.996577+02"
24840,234,1,11073,"0.99","2020-03-02 07:41:29.996577+02"
24841,234,1,11481,"3.99","2020-03-02 22:47:07.996577+02"
24842,234,1,11882,"3.99","2020-03-17 15:02:07.996577+02"
24843,234,1,12226,"0.99","2020-03-18 03:29:14.996577+02"
24844,234,2,12863,"4.99","2020-03-19 03:04:25.996577+02"
24845,234,1,12921,"5.99","2020-03-19 05:16:14.996577+02"
24846,234,2,13349,"2.99","2020-03-19 21:11:42.996577+02"
24847,234,2,15037,"5.99","2020-03-22 10:04:59.996577+02"
24848,234,1,15129,"2.99","2020-03-22 13:32:18.996577+02"
24849,235,2,12332,"2.99","2020-03-18 07:19:31.996577+02"
24850,235,1,12502,"4.99","2020-03-18 13:44:57.996577+02"
24851,235,2,13070,"0.99","2020-03-19 10:24:49.996577+02"
24852,235,1,13469,"0.99","2020-03-20 01:28:02.996577+02"
24853,235,2,14749,"3.99","2020-03-21 23:36:59.996577+02"
24854,235,1,15034,"6.99","2020-03-22 10:01:34.996577+02"
24855,236,2,11139,"6.99","2020-03-02 09:56:02.996577+02"
24856,236,2,11486,"3.99","2020-03-02 23:02:32.996577+02"
24857,236,2,11507,"5.99","2020-03-16 23:55:09.996577+02"
24858,236,1,11895,"4.99","2020-03-17 15:43:33.996577+02"
24859,236,1,12975,"2.99","2020-03-19 07:19:45.996577+02"
24860,236,1,13364,"2.99","2020-03-19 21:37:56.996577+02"
24861,236,1,13443,"7.99","2020-03-20 00:22:08.996577+02"
24862,236,2,14321,"4.99","2020-03-21 08:33:38.996577+02"
24863,236,1,14364,"7.99","2020-03-21 09:53:37.996577+02"
24864,236,2,14722,"4.99","2020-03-21 22:19:19.996577+02"
24865,237,2,11125,"4.99","2020-03-02 09:24:01.996577+02"
24866,237,2,11479,"11.99","2020-03-02 22:46:39.996577+02"
24867,237,2,11772,"5.99","2020-03-17 10:47:23.996577+02"
24868,237,1,12469,"0.99","2020-03-18 12:21:33.996577+02"
24869,237,2,13914,"6.99","2020-03-20 17:07:23.996577+02"
24870,237,2,13922,"6.99","2020-03-20 17:31:03.996577+02"
24871,237,2,13969,"6.99","2020-03-20 19:11:06.996577+02"
24872,237,2,14453,"3.99","2020-03-21 13:02:00.996577+02"
24873,237,2,15139,"8.99","2020-03-22 14:06:37.996577+02"
24874,237,1,15337,"0.99","2020-03-22 21:18:17.996577+02"
24875,237,2,15931,"1.99","2020-03-23 18:56:35.996577+02"
24876,238,1,10659,"5.99","2020-03-01 17:09:00.996577+02"
24877,238,2,11543,"5.99","2020-03-17 01:22:54.996577+02"
24878,238,2,11632,"2.99","2020-03-17 04:57:58.996577+02"
24879,238,1,11897,"2.99","2020-03-17 15:52:32.996577+02"
24880,238,1,14312,"4.99","2020-03-21 08:17:00.996577+02"
24881,238,1,14343,"8.99","2020-03-21 09:08:47.996577+02"
